"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"2381","2016","BA","REPUBLICANOS",21,1060,39,10185417,38638.99,59765.66,"1"
"3386","2016","CE","AVANTE",2,1687,22,6271554,42079.91,46562.24,"3"
"3882","2016","CE","DEM",21,1687,22,6271554,42079.91,106984.3,"7"
"3356","2016","CE","MDB",65,1687,22,6271554,42079.91,77601.69,"3"
"3778","2016","CE","PCdoB",10,1687,22,6271554,42079.91,9456.93,"6"
"3541","2016","CE","PDT",20,1687,22,6271554,42079.91,177045.54,"7"
"3835","2016","CE","PL",34,1687,22,6271554,42079.91,131570.6,"9"
"3415","2016","CE","PODEMOS",9,1687,22,6271554,42079.91,45152.86,"1"
"3907","2016","CE","PP",38,1687,22,6271554,42079.91,12142.77,"9"
"3845","2016","CE","PROS",11,1687,22,6271554,42079.91,33112,"6"
"3892","2016","CE","PSB",34,1687,22,6271554,42079.91,30033.65,"11"
"3421","2016","CE","PSD",36,1687,22,6271554,42079.91,63781.77,"4"
"3640","2016","CE","PSDB",54,1687,22,6271554,42079.91,6144,"9"
"3594","2016","CE","PT",68,1687,22,6271554,42079.91,25479.43,"6"
"3441","2016","CE","PTB",25,1687,22,6271554,42079.91,112460,"2"
"3704","2016","CE","REPUBLICANOS",21,1687,22,6271554,42079.91,52843.59,"8"
"3429","2016","CE","SOLIDARIEDADE",15,1687,22,6271554,42079.91,9693.5,"2"
"4247","2016","DF","DEM",21,0,8,1897677,30416.8,3394.64,"1"
