"","ano","mes","legislatura","uf","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"161133","2019","4","56","RS",34,1619,31,8354732,40504.04,1245.08,"16"
"175232","2019","4","56","SC",8,1314,16,5070212,39505.92,4500,"57"
"173630","2019","4","56","SC",35,1314,16,5070212,39505.92,17027.45,"30"
"184273","2019","4","56","SE",35,1292,8,1577058,39767.4,3150.33,"31"
"190218","2019","4","56","SP",32,873,70,33040411,36671.67,25166,"72"
"193026","2019","4","56","SP",8,873,70,33040411,36671.67,7684.6,"132"
"192113","2019","4","56","SP",8,873,70,33040411,36671.67,19355.98,"111"
"202777","2019","4","56","TO",8,620,8,1039439,39131.75,8,"35"
"1963","2019","5","56","AC",34,2246,8,547680,44260.6,6633.31,"22"
"6497","2019","5","56","AL",35,1485,9,2187967,40572.24,23000,"25"
"9672","2019","5","56","AM",13,1932,8,2428098,43198.26,8699.38,"3"
"13584","2019","5","56","AP",38,1791,8,512110,43002.92,10000,"24"
"18443","2019","5","56","BA",32,1060,39,10393170,38638.99,70.88,"33"
"18469","2019","5","56","BA",7,1060,39,10393170,38638.99,903.71,"34"
"31215","2019","5","56","CE",54,1687,22,6344483,42079.91,9909.34,"33"
"31581","2019","5","56","CE",38,1687,22,6344483,42079.91,8115,"40"
"39709","2019","5","56","DF",54,0,8,2084356,30416.8,5265,"21"
"46109","2019","5","56","ES",32,947,10,2754728,37052.05,4400,"18"
"48089","2019","5","56","GO",33,173,17,4454497,35135.2,20990,"7"
"48659","2019","5","56","GO",32,173,17,4454497,35135.2,700.76,"19"
"61117","2019","5","56","MA",8,1524,18,4537237,41779.83,622.61,"27"
"62953","2019","5","56","MA",34,1524,18,4537237,41779.83,7000,"72"
"67064","2019","5","56","MG",17,624,53,15700966,35720.85,91.5,"6"
"75022","2019","5","56","MG",7,624,53,15700966,35720.85,6500,"132"
"74752","2019","5","56","MG",7,624,53,15700966,35720.85,9708.2,"121"
"82414","2019","5","56","MS",54,878,8,1877982,40170.98,11150,"22"
"86333","2019","5","56","MT",30,873,8,2330281,39056.17,155.8,"28"
"92748","2019","5","56","PA",52,1592,17,5499283,41855.59,12086.39,"61"
"90366","2019","5","56","PA",29,1592,17,5499283,41855.59,6810.71,"3"
"102007","2019","5","56","PB",29,1716,12,2867649,41660.7,11076.51,"26"
"105790","2019","5","56","PE",38,1657,25,6570072,41304.94,7000,"56"
"104147","2019","5","56","PE",30,1657,25,6570072,41304.94,3620.62,"9"
"115442","2019","5","56","PI",35,1313,10,2370894,40599.91,3568.31,"9"
"131597","2019","5","56","PR",54,1081,30,7971087,38500,476.5,"108"
"129320","2019","5","56","PR",38,1081,30,7971087,38500,160,"50"
"141700","2019","5","56","RJ",33,933,46,12408340,35388.11,3411.84,"21"
"146315","2019","5","56","RJ",32,933,46,12408340,35388.11,46008.98,"134"
"148598","2019","5","56","RN",34,1775,8,2373619,42360.13,17845.61,"19"
"155640","2019","5","56","RO",33,1900,8,1175733,43300.63,8463.66,"50"
"158422","2019","5","56","RR",38,2496,8,333464,45240.67,653.16,"48"
"169714","2019","5","56","RS",54,1619,31,8354732,40504.04,678.03,"63"
"168314","2019","5","56","RS",35,1619,31,8354732,40504.04,323.68,"30"
"173674","2019","5","56","SC",34,1314,16,5070212,39505.92,18840,"18"
"174366","2019","5","56","SC",52,1314,16,5070212,39505.92,270.49,"31"
"184681","2019","5","56","SE",54,1292,8,1577058,39767.4,13650,"34"
"191581","2019","5","56","SP",17,873,70,33040411,36671.67,59.13,"107"
"186695","2019","5","56","SP",54,873,70,33040411,36671.67,38930.6,"34"
"187814","2019","5","56","SP",32,873,70,33040411,36671.67,300.53,"65"
"201903","2019","5","56","TO",34,620,8,1039439,39131.75,4202.19,"17"
"1520","2019","6","56","AC",52,2246,8,547680,44260.6,40.14,"12"
"6864","2019","6","56","AL",4,1485,9,2187967,40572.24,197.21,"28"
"10144","2019","6","56","AM",30,1932,8,2428098,43198.26,1544.32,"10"
"16728","2019","6","56","AP",38,1791,8,512110,43002.92,422.8,"32"
"18018","2019","6","56","BA",7,1060,39,10393170,38638.99,10185.17,"18"
"27259","2019","6","56","BA",52,1060,39,10393170,38638.99,40200.13,"77"
"30778","2019","6","56","CE",28,1687,22,6344483,42079.91,38407.36,"24"
"34784","2019","6","56","CE",52,1687,22,6344483,42079.91,16266.21,"63"
"39349","2019","6","56","DF",33,0,8,2084356,30416.8,2802.61,"20"
"42174","2019","6","56","ES",38,947,10,2754728,37052.05,190.8,"5"
"47763","2019","6","56","GO",33,173,17,4454497,35135.2,33172.4,"2"
"49638","2019","6","56","GO",32,173,17,4454497,35135.2,600.02,"40"
"61268","2019","6","56","MA",9,1524,18,4537237,41779.83,14800,"37"
"56197","2019","6","56","MA",52,1524,18,4537237,41779.83,23336,"12"
"72241","2019","6","56","MG",8,624,53,15700966,35720.85,424.42,"71"
"71928","2019","6","56","MG",52,624,53,15700966,35720.85,1289.18,"59"
"67724","2019","6","56","MG",10,624,53,15700966,35720.85,423.54,"22"
"83016","2019","6","56","MS",54,878,8,1877982,40170.98,4424.72,"33"
"85995","2019","6","56","MT",33,873,8,2330281,39056.17,7103.96,"27"
"90732","2019","6","56","PA",38,1592,17,5499283,41855.59,12690,"19"
"90924","2019","6","56","PA",35,1592,17,5499283,41855.59,1087.07,"23"
"102105","2019","6","56","PB",30,1716,12,2867649,41660.7,54150,"31"
"108602","2019","6","56","PE",13,1657,25,6570072,41304.94,1800,"128"
"106834","2019","6","56","PE",13,1657,25,6570072,41304.94,6000,"89"
"115755","2019","6","56","PI",30,1313,10,2370894,40599.91,17500,"16"
"123483","2019","6","56","PR",13,1081,30,7971087,38500,333.37,"23"
"131519","2019","6","56","PR",38,1081,30,7971087,38500,77950.52,"106"
"142768","2019","6","56","RJ",10,933,46,12408340,35388.11,482.03,"45"
"142246","2019","6","56","RJ",35,933,46,12408340,35388.11,1246.67,"31"
"148258","2019","6","56","RN",38,1775,8,2373619,42360.13,7500,"9"
"152073","2019","6","56","RO",32,1900,8,1175733,43300.63,39.98,"19"
"158476","2019","6","56","RR",1,2496,8,333464,45240.67,648,"41"
"172119","2019","6","56","RS",8,1619,31,8354732,40504.04,1500,"118"
"172176","2019","6","56","RS",54,1619,31,8354732,40504.04,1079.7,"120"
"174505","2019","6","56","SC",54,1314,16,5070212,39505.92,985.94,"42"
"173181","2019","6","56","SC",54,1314,16,5070212,39505.92,3996.06,"11"
"185002","2019","6","56","SE",54,1292,8,1577058,39767.4,9500,"41"
"190440","2019","6","56","SP",34,873,70,33040411,36671.67,3122.57,"73"
"185076","2019","6","56","SP",8,873,70,33040411,36671.67,1291.79,"2"
"186578","2019","6","56","SP",8,873,70,33040411,36671.67,10000,"34"
"201318","2019","6","56","TO",54,620,8,1039439,39131.75,105.52,"4"
"2017","2019","7","56","AC",28,2246,8,547680,44260.6,6550,"27"
"6221","2019","7","56","AL",4,1485,9,2187967,40572.24,10193.76,"21"
"10592","2019","7","56","AM",52,1932,8,2428098,43198.26,901.94,"25"
"13125","2019","7","56","AP",32,1791,8,512110,43002.92,5628.85,"11"
"27517","2019","7","56","BA",7,1060,39,10393170,38638.99,155,"79"
"27614","2019","7","56","BA",17,1060,39,10393170,38638.99,475.84,"84"
"31174","2019","7","56","CE",52,1687,22,6344483,42079.91,151.96,"32"
"39928","2019","7","56","DF",30,0,8,2084356,30416.8,15.76,"31"
"47436","2019","7","56","ES",52,947,10,2754728,37052.05,37.35,"55"
"47743","2019","7","56","GO",38,173,17,4454497,35135.2,27951,"1"
"49061","2019","7","56","GO",33,173,17,4454497,35135.2,20990,"34"
"61502","2019","7","56","MA",33,1524,18,4537237,41779.83,13800,"38"
"63478","2019","7","56","MA",9,1524,18,4537237,41779.83,41.23,"84"
"67576","2019","7","56","MG",8,624,53,15700966,35720.85,4100,"14"
"76894","2019","7","56","MG",54,624,53,15700966,35720.85,2283.9,"173"
"76123","2019","7","56","MG",33,624,53,15700966,35720.85,25769.36,"150"
"82575","2019","7","56","MS",54,878,8,1877982,40170.98,16496,"33"
"86565","2019","7","56","MT",33,873,8,2330281,39056.17,3917.5,"39"
"91728","2019","7","56","PA",35,1592,17,5499283,41855.59,40700,"40"
"92833","2019","7","56","PA",33,1592,17,5499283,41855.59,7793.92,"66"
"103221","2019","7","56","PB",52,1716,12,2867649,41660.7,690.64,"60"
"104444","2019","7","56","PE",34,1657,25,6570072,41304.94,4040.68,"32"
"105380","2019","7","56","PE",52,1657,25,6570072,41304.94,1229.17,"45"
"116910","2019","7","56","PI",52,1313,10,2370894,40599.91,1545.22,"17"
"129321","2019","7","56","PR",34,1081,30,7971087,38500,8169.65,"46"
"122632","2019","7","56","PR",54,1081,30,7971087,38500,12007.44,"1"
"144855","2019","7","56","RJ",54,933,46,12408340,35388.11,9650,"109"
"144030","2019","7","56","RJ",32,933,46,12408340,35388.11,308.7,"83"
"148895","2019","7","56","RN",32,1775,8,2373619,42360.13,15709.36,"28"
"151517","2019","7","56","RO",30,1900,8,1175733,43300.63,1494.74,"6"
"157902","2019","7","56","RR",33,2496,8,333464,45240.67,3600,"27"
"169441","2019","7","56","RS",30,1619,31,8354732,40504.04,357,"62"
"170780","2019","7","56","RS",30,1619,31,8354732,40504.04,16479.46,"93"
"175456","2019","7","56","SC",33,1314,16,5070212,39505.92,10348.93,"69"
"175522","2019","7","56","SC",8,1314,16,5070212,39505.92,3623.75,"73"
"184713","2019","7","56","SE",54,1292,8,1577058,39767.4,8000,"38"
"191347","2019","7","56","SP",17,873,70,33040411,36671.67,478.15,"108"
"187233","2019","7","56","SP",32,873,70,33040411,36671.67,557.91,"60"
"187230","2019","7","56","SP",54,873,70,33040411,36671.67,44339.32,"59"
"202756","2019","7","56","TO",33,620,8,1039439,39131.75,4000,"32"
"1416","2019","8","56","AC",52,2246,8,547680,44260.6,7500,"11"
"7228","2019","8","56","AL",4,1485,9,2187967,40572.24,7000,"43"
"10777","2019","8","56","AM",13,1932,8,2428098,43198.26,10878.45,"31"
"12789","2019","8","56","AP",29,1791,8,512110,43002.92,4900,"1"
"29405","2019","8","56","BA",38,1060,39,10393170,38638.99,887.9,"126"
"28340","2019","8","56","BA",32,1060,39,10393170,38638.99,5500,"98"
"31358","2019","8","56","CE",29,1687,22,6344483,42079.91,1750.49,"44"
"31371","2019","8","56","CE",52,1687,22,6344483,42079.91,80,"45"
"39644","2019","8","56","DF",30,0,8,2084356,30416.8,3134.36,"24"
"46917","2019","8","56","ES",54,947,10,2754728,37052.05,10000,"36"
"49483","2019","8","56","GO",35,173,17,4454497,35135.2,934.46,"42"
"49748","2019","8","56","GO",30,173,17,4454497,35135.2,5795,"48"
"62166","2019","8","56","MA",17,1524,18,4537237,41779.83,5721.75,"50"
"61146","2019","8","56","MA",8,1524,18,4537237,41779.83,20600,"28"
"71582","2019","8","56","MG",38,624,53,15700966,35720.85,36327.95,"45"
"73455","2019","8","56","MG",52,624,53,15700966,35720.85,30783.66,"97"
"72350","2019","8","56","MG",9,624,53,15700966,35720.85,12612.46,"64"
"80092","2019","8","56","MS",29,878,8,1877982,40170.98,27263.49,"13"
"86796","2019","8","56","MT",30,873,8,2330281,39056.17,259.56,"41"
"92482","2019","8","56","PA",38,1592,17,5499283,41855.59,38.31,"46"
"92618","2019","8","56","PA",34,1592,17,5499283,41855.59,557.81,"52"
"102216","2019","8","56","PB",52,1716,12,2867649,41660.7,458.12,"28"
"106951","2019","8","56","PE",54,1657,25,6570072,41304.94,5000,"74"
"107832","2019","8","56","PE",8,1657,25,6570072,41304.94,9300,"97"
"115224","2019","8","56","PI",52,1313,10,2370894,40599.91,1275,"2"
"130726","2019","8","56","PR",28,1081,30,7971087,38500,793.64,"74"
"122970","2019","8","56","PR",38,1081,30,7971087,38500,81764.88,"6"
"141643","2019","8","56","RJ",28,933,46,12408340,35388.11,12.13,"26"
"144763","2019","8","56","RJ",34,933,46,12408340,35388.11,26300,"105"
"148063","2019","8","56","RN",52,1775,8,2373619,42360.13,4000,"6"
"152437","2019","8","56","RO",33,1900,8,1175733,43300.63,12000,"28"
"156435","2019","8","56","RR",52,2496,8,333464,45240.67,636.95,"2"
"168657","2019","8","56","RS",38,1619,31,8354732,40504.04,11923.83,"35"
"161379","2019","8","56","RS",17,1619,31,8354732,40504.04,934,"14"
"173753","2019","8","56","SC",29,1314,16,5070212,39505.92,2841.01,"23"
"173651","2019","8","56","SC",34,1314,16,5070212,39505.92,100,"19"
"184893","2019","8","56","SE",35,1292,8,1577058,39767.4,18129,"47"
"193147","2019","8","56","SP",35,873,70,33040411,36671.67,15050,"133"
"192118","2019","8","56","SP",8,873,70,33040411,36671.67,8142.3,"109"
"200368","2019","8","56","SP",29,873,70,33040411,36671.67,12107.69,"141"
"201177","2019","8","56","TO",54,620,8,1039439,39131.75,5630.87,"3"
"2095","2019","9","56","AC",28,2246,8,547680,44260.6,2000,"29"
"6248","2019","9","56","AL",35,1485,9,2187967,40572.24,10580.74,"17"
"11312","2019","9","56","AM",35,1932,8,2428098,43198.26,49408.81,"39"
"13314","2019","9","56","AP",38,1791,8,512110,43002.92,220.38,"17"
"27550","2019","9","56","BA",34,1060,39,10393170,38638.99,22000,"76"
"18896","2019","9","56","BA",38,1060,39,10393170,38638.99,287.65,"35"
"30078","2019","9","56","CE",52,1687,22,6344483,42079.91,17264.43,"5"
"39343","2019","9","56","DF",32,0,8,2084356,30416.8,658,"12"
"42517","2019","9","56","ES",54,947,10,2754728,37052.05,3700,"13"
"50105","2019","9","56","GO",9,173,17,4454497,35135.2,449.79,"57"
"47987","2019","9","56","GO",38,173,17,4454497,35135.2,180.35,"6"
"62253","2019","9","56","MA",17,1524,18,4537237,41779.83,558.11,"62"
"61410","2019","9","56","MA",9,1524,18,4537237,41779.83,4557.88,"41"
"71153","2019","9","56","MG",38,624,53,15700966,35720.85,49781.6,"50"
"74240","2019","9","56","MG",9,624,53,15700966,35720.85,5650,"130"
"67308","2019","9","56","MG",8,624,53,15700966,35720.85,189.03,"19"
"82719","2019","9","56","MS",35,878,8,1877982,40170.98,21400,"32"
"85588","2019","9","56","MT",54,873,8,2330281,39056.17,932.4,"9"
"90756","2019","9","56","PA",54,1592,17,5499283,41855.59,30.51,"11"
"92056","2019","9","56","PA",10,1592,17,5499283,41855.59,3005.15,"43"
"102918","2019","9","56","PB",8,1716,12,2867649,41660.7,485.98,"52"
"104908","2019","9","56","PE",54,1657,25,6570072,41304.94,1370.24,"33"
"108583","2019","9","56","PE",35,1657,25,6570072,41304.94,5754.69,"133"
"115412","2019","9","56","PI",35,1313,10,2370894,40599.91,2174.81,"5"
"132120","2019","9","56","PR",33,1081,30,7971087,38500,1560.45,"118"
"128428","2019","9","56","PR",13,1081,30,7971087,38500,471.66,"26"
"141637","2019","9","56","RJ",10,933,46,12408340,35388.11,8300,"34"
"145272","2019","9","56","RJ",35,933,46,12408340,35388.11,17718.73,"117"
"149481","2019","9","56","RN",33,1775,8,2373619,42360.13,6900,"42"
"152399","2019","9","56","RO",38,1900,8,1175733,43300.63,186.62,"24"
"157867","2019","9","56","RR",52,2496,8,333464,45240.67,3575.23,"27"
"168107","2019","9","56","RS",8,1619,31,8354732,40504.04,2350,"29"
"171134","2019","9","56","RS",17,1619,31,8354732,40504.04,10809.51,"108"
"174466","2019","9","56","SC",8,1314,16,5070212,39505.92,172.28,"31"
"174646","2019","9","56","SC",34,1314,16,5070212,39505.92,100,"35"
"185032","2019","9","56","SE",35,1292,8,1577058,39767.4,22000,"43"
"191329","2019","9","56","SP",10,873,70,33040411,36671.67,298.59,"96"
"191029","2019","9","56","SP",33,873,70,33040411,36671.67,58834.5,"91"
"190149","2019","9","56","SP",29,873,70,33040411,36671.67,2021.49,"72"
"202888","2019","9","56","TO",33,620,8,1039439,39131.75,3284.61,"44"
"3034","2019","10","56","AC",10,2246,8,547680,44260.6,677.52,"47"
"7142","2019","10","56","AL",38,1485,9,2187967,40572.24,22000,"39"
"10916","2019","10","56","AM",52,1932,8,2428098,43198.26,26.7,"32"
"12853","2019","10","56","AP",32,1791,8,512110,43002.92,10742.48,"3"
"29552","2019","10","56","BA",35,1060,39,10393170,38638.99,16450,"118"
"29769","2019","10","56","BA",17,1060,39,10393170,38638.99,4555.01,"125"
"30408","2019","10","56","CE",35,1687,22,6344483,42079.91,4773.97,"14"
"31505","2019","10","56","CE",33,1687,22,6344483,42079.91,48500,"42"
"39335","2019","10","56","DF",32,0,8,2084356,30416.8,4900,"12"
"42409","2019","10","56","ES",54,947,10,2754728,37052.05,2803.55,"8"
"50309","2019","10","56","GO",9,173,17,4454497,35135.2,51.07,"68"
"50257","2019","10","56","GO",52,173,17,4454497,35135.2,14000,"65"
"61323","2019","10","56","MA",8,1524,18,4537237,41779.83,1623.45,"34"
"62101","2019","10","56","MA",32,1524,18,4537237,41779.83,1323.41,"51"
"76444","2019","10","56","MG",8,624,53,15700966,35720.85,4295.49,"175"
"66821","2019","10","56","MG",38,624,53,15700966,35720.85,1227.59,"3"
"72300","2019","10","56","MG",35,624,53,15700966,35720.85,25194.73,"76"
"82691","2019","10","56","MS",54,878,8,1877982,40170.98,273.29,"31"
"86532","2019","10","56","MT",38,873,8,2330281,39056.17,173.08,"31"
"92910","2019","10","56","PA",29,1592,17,5499283,41855.59,4000,"60"
"90540","2019","10","56","PA",34,1592,17,5499283,41855.59,27525.43,"6"
"101302","2019","10","56","PB",30,1716,12,2867649,41660.7,204.67,"13"
"105997","2019","10","56","PE",28,1657,25,6570072,41304.94,6000,"63"
"103714","2019","10","56","PE",33,1657,25,6570072,41304.94,21700,"8"
"115195","2019","10","56","PI",35,1313,10,2370894,40599.91,395.91,"2"
"131288","2019","10","56","PR",4,1081,30,7971087,38500,63.54,"91"
"130523","2019","10","56","PR",8,1081,30,7971087,38500,1620.87,"78"
"144268","2019","10","56","RJ",52,933,46,12408340,35388.11,112055,"95"
"146537","2019","10","56","RJ",52,933,46,12408340,35388.11,2052.35,"151"
"143525","2019","10","56","RJ",38,933,46,12408340,35388.11,13885,"74"
"149776","2019","10","56","RN",52,1775,8,2373619,42360.13,17.55,"46"
"151926","2019","10","56","RO",33,1900,8,1175733,43300.63,10389.43,"13"
"158076","2019","10","56","RR",1,2496,8,333464,45240.67,4196.72,"37"
"168749","2019","10","56","RS",8,1619,31,8354732,40504.04,135,"40"
"170139","2019","10","56","RS",30,1619,31,8354732,40504.04,19441.87,"76"
"175350","2019","10","56","SC",8,1314,16,5070212,39505.92,850,"59"
"175806","2019","10","56","SC",52,1314,16,5070212,39505.92,2879.04,"72"
"184399","2019","10","56","SE",30,1292,8,1577058,39767.4,44.43,"27"
"186489","2019","10","56","SP",52,873,70,33040411,36671.67,50650.62,"31"
"187355","2019","10","56","SP",17,873,70,33040411,36671.67,11639.84,"54"
"187650","2019","10","56","SP",52,873,70,33040411,36671.67,5684.29,"60"
"202755","2019","10","56","TO",8,620,8,1039439,39131.75,126.87,"47"
"644","2019","11","56","AC",52,2246,8,547680,44260.6,18500,"12"
"5547","2019","11","56","AL",54,1485,9,2187967,40572.24,24.21,"3"
"10244","2019","11","56","AM",13,1932,8,2428098,43198.26,3800,"20"
"12824","2019","11","56","AP",33,1791,8,512110,43002.92,3000,"8"
"18994","2019","11","56","BA",54,1060,39,10393170,38638.99,18500,"32"
"27400","2019","11","56","BA",54,1060,39,10393170,38638.99,20860.83,"65"
"30404","2019","11","56","CE",54,1687,22,6344483,42079.91,365.88,"6"
"32274","2019","11","56","CE",28,1687,22,6344483,42079.91,40162.82,"59"
"38913","2019","11","56","DF",38,0,8,2084356,30416.8,2706.92,"7"
"47300","2019","11","56","ES",38,947,10,2754728,37052.05,13394.97,"48"
"49988","2019","11","56","GO",33,173,17,4454497,35135.2,307.74,"56"
"50381","2019","11","56","GO",9,173,17,4454497,35135.2,5987.93,"63"
"63235","2019","11","56","MA",17,1524,18,4537237,41779.83,813.48,"79"
"56174","2019","11","56","MA",30,1524,18,4537237,41779.83,976.5,"9"
"71052","2019","11","56","MG",13,624,53,15700966,35720.85,5785.91,"49"
"75265","2019","11","56","MG",7,624,53,15700966,35720.85,211.37,"142"
"77172","2019","11","56","MG",32,624,53,15700966,35720.85,247,"187"
"82912","2019","11","56","MS",38,878,8,1877982,40170.98,3100,"37"
"86153","2019","11","56","MT",33,873,8,2330281,39056.17,37321.7,"25"
"91752","2019","11","56","PA",32,1592,17,5499283,41855.59,7.98,"29"
"91299","2019","11","56","PA",38,1592,17,5499283,41855.59,6000,"24"
"102478","2019","11","56","PB",30,1716,12,2867649,41660.7,981.7,"36"
"103604","2019","11","56","PE",52,1657,25,6570072,41304.94,11998.66,"4"
"108686","2019","11","56","PE",30,1657,25,6570072,41304.94,22228.08,"124"
"115574","2019","11","56","PI",54,1313,10,2370894,40599.91,8000,"12"
"122621","2019","11","56","PR",8,1081,30,7971087,38500,87.1,"1"
"122699","2019","11","56","PR",30,1081,30,7971087,38500,1260.13,"3"
"145446","2019","11","56","RJ",9,933,46,12408340,35388.11,66.3,"116"
"145063","2019","11","56","RJ",10,933,46,12408340,35388.11,3966.2,"110"
"148933","2019","11","56","RN",34,1775,8,2373619,42360.13,16500,"29"
"152503","2019","11","56","RO",38,1900,8,1175733,43300.63,1590.58,"21"
"156661","2019","11","56","RR",52,2496,8,333464,45240.67,10600,"12"
"169583","2019","11","56","RS",10,1619,31,8354732,40504.04,359.48,"63"
